Year,Month,Day,Period,1,2,3,total,37655798.9
2020,2,7,14,1095.367392,1109.405006,1741.466308,3946.238706,
2020,2,7,15,1083.7333,1101.778687,1762.654223,3948.16621,
2020,2,7,16,1085.84859,1095.049583,1721.630813,3902.528986,
2020,2,7,17,1098.540327,1104.021722,1672.492882,3875.054931,
2020,2,7,18,1185.619743,1215.724854,1718.925973,4120.27057,
2020,2,7,19,1204.3048,1286.156147,1793.759886,4284.220833,
2020,2,7,20,1170.460168,1265.520227,1715.770326,4151.750721,
2020,2,7,21,1136.262989,1222.902566,1624.256564,3983.422119,
2020,2,7,22,1075.977239,1185.668188,1521.021829,3782.667256,
2020,2,7,23,1005.820139,1126.003463,1403.361278,3535.18488,
2020,2,7,24,968.4500247,1063.198489,1288.856375,3320.504889,
2020,2,8,1,950.4700643,1023.721077,1198.695033,3172.886174,
2020,2,8,2,942.3614547,1005.328191,1138.286935,3085.976581,
2020,2,8,3,947.2971301,998.1504801,1103.574818,3049.022428,
2020,2,8,4,958.2261257,997.2532662,1085.091743,3040.571135,
2020,2,8,5,996.301336,1010.711475,1086.89497,3093.907781,
2020,2,8,6,1069.983919,1035.833465,1108.533692,3214.351076,
2020,2,8,7,1121.808511,1055.572171,1154.515976,3331.896658,
2020,2,8,8,1156.00569,1048.394459,1193.736159,3398.136308,
2020,2,8,9,1151.422563,1073.516449,1292.462828,3517.40184,
2020,2,8,10,1143.313953,1089.666299,1379.468523,3612.448775,
2020,2,8,11,1115.462642,1079.796946,1442.581462,3637.84105,
2020,2,8,12,1086.201138,1061.852668,1477.744385,3625.798191,
2020,2,8,13,1055.881989,1051.086101,1475.490351,3582.458441,
2020,2,8,14,1041.427511,1036.282071,1458.810503,3536.520085,
2020,2,8,15,1035.081643,1030.001574,1438.975008,3504.058225,
2020,2,8,16,1040.017318,1026.861325,1420.041126,3486.919769,
2020,2,8,17,1063.63805,1044.356997,1405.164505,3513.159552,
2020,2,8,18,1158.473528,1165.480875,1481.801645,3805.756048,
2020,2,8,19,1187.735032,1251.613411,1605.322683,4044.671126,
2020,2,8,20,1159.178624,1239.052416,1559.340399,3957.571439,
2020,2,8,21,1124.276348,1212.584606,1504.792787,3841.653741,
2020,2,8,22,1063.285502,1188.808437,1447.089529,3699.183468,
2020,2,8,23,1001.58956,1145.742169,1353.77254,3501.104269,
2020,2,8,24,968.0974765,1094.152369,1264.062006,3326.311852,
2020,2,9,1,952.5853538,1050.188887,1179.310345,3182.084586,
2020,2,9,2,948.3547749,1032.693216,1125.21354,3106.261531,
2020,2,9,3,951.8802573,1025.066898,1091.853844,3068.800999,
2020,2,9,4,965.6296388,1022.823863,1068.411895,3056.865397,
2020,2,9,5,995.2436912,1037.179285,1068.411895,3100.834871,
2020,2,9,6,1048.125928,1060.05824,1076.526416,3184.710584,
2020,2,9,7,1098.892875,1072.170628,1093.657071,3264.720574,
2020,2,9,8,1117.225383,1052.880529,1107.181272,3277.287184,
2020,2,9,9,1111.93716,1065.890131,1176.605505,3354.432796,
2020,2,9,10,1091.84191,1069.030379,1247.382158,3408.254447,
2020,2,9,11,1069.983919,1050.637494,1309.142676,3429.764089,
2020,2,9,12,1052.709055,1042.113962,1343.854793,3438.67781,
2020,2,9,13,1034.376546,1034.039037,1371.804809,3440.220392,
2020,2,9,14,1028.383226,1024.618291,1378.566909,3431.568426,
2020,2,9,15,1023.800099,1020.132221,1394.345144,3438.277464,
2020,2,9,16,1034.376546,1021.926649,1389.837077,3446.140272,
2020,2,9,17,1068.221178,1041.665355,1384.427396,3494.313929,
2020,2,9,18,1169.402524,1169.966945,1461.064537,3800.434006,
2020,2,9,19,1216.996536,1251.164804,1601.265422,4069.426762,
2020,2,9,20,1189.497773,1243.089879,1582.782347,4015.369999,
2020,2,9,21,1135.91044,1208.547143,1532.742803,3877.200386,
2020,2,9,22,1055.176893,1165.032268,1444.384688,3664.593849,
2020,2,9,23,978.6739238,1099.087045,1333.486239,3411.247208,
2020,2,9,24,949.0598714,1047.945852,1230.251503,3227.257226,
2020,2,10,1,939.893617,1012.505903,1140.540968,3092.940488,
2020,2,10,2,940.9512618,1001.290729,1102.673205,3044.915196,
2020,2,10,3,951.1751608,997.7018731,1078.780449,3027.657483,
2020,2,10,4,986.4299852,1008.019833,1063.903828,3058.353646,
2020,2,10,5,1087.258783,1034.487644,1085.993357,3207.739784,
2020,2,10,6,1279.397575,1105.367543,1168.941791,3553.706909,
2020,2,10,7,1349.202128,1176.247442,1315.003164,3840.452734,
2020,2,10,8,1274.109352,1154.714308,1419.59032,3848.41398,
2020,2,10,9,1204.3048,1146.639383,1530.488769,3881.432952,
2020,2,10,10,1163.056655,950.5981426,1645.895286,3759.550084,
2020,2,10,11,1142.608857,943.4204313,1748.228409,3834.257697,
2020,2,10,12,1130.622217,1118.825752,1800.972793,4050.420762,
2020,2,10,13,1124.628897,1117.928538,1830.726036,4073.283471,
2020,2,10,14,1117.577932,1116.582717,1853.266371,4087.42702,
2020,2,10,15,1111.232063,980.2062018,1864.536539,3955.974804,
2020,2,10,16,1119.340673,1095.946797,1841.545397,4056.832867,
2020,2,10,17,1141.903761,1104.470329,1797.36634,4043.74043,
2020,2,10,18,1247.668234,1229.183063,1816.751028,4293.602325,
2020,2,10,19,1282.217961,1320.250275,1901.953496,4504.421732,
2020,2,10,20,1245.552944,1304.997639,1783.391332,4333.941915,
2020,2,10,21,1184.562098,1265.968834,1697.738058,4148.26899,
2020,2,10,22,1091.84191,1198.229183,1570.610566,3860.681659,
2020,2,10,23,998.7691737,1124.657642,1414.180639,3537.607455,
2020,2,10,24,963.5143493,1053.329136,1278.48782,3295.331305,
2020,2,11,1,948.3547749,1016.991972,1178.859538,3144.206285,
2020,2,11,2,947.2971301,1004.430977,1133.778867,3085.506974,
2020,2,11,3,959.6363187,996.8046592,1097.263524,3053.704502,
2020,2,11,4,994.891143,1003.533764,1086.444163,3084.86907,
2020,2,11,5,1094.309748,1022.375256,1095.460297,3212.145301,
2020,2,11,6,1276.57719,1092.806548,1170.745017,3540.128755,
2020,2,11,7,1342.151163,1166.826696,1336.191079,3845.168938,
2020,2,11,8,1262.47526,1148.882418,1423.196773,3834.554451,
2020,2,11,9,1198.311479,1154.714308,1528.234736,3881.260523,
2020,2,11,10,1160.236269,1155.162915,1617.94527,3933.344454,
2020,2,11,11,1133.795151,1133.629781,1676.550142,3943.975074,
2020,2,11,12,1120.045769,1120.620179,1706.754192,3947.42014,
2020,2,11,13,1108.764226,1107.161971,1717.122746,3933.048943,
2020,2,11,14,1110.526967,1090.114906,1718.024359,3918.666232,
2020,2,11,15,1099.95052,1082.488588,1717.122746,3899.561854,
2020,2,11,16,1105.238743,1074.413663,1679.254983,3858.907389,
2020,2,11,17,1126.391638,1091.460727,1640.034799,3857.887164,
2020,2,11,18,1223.342405,1211.687392,1694.131604,4129.161401,
2020,2,11,19,1256.48194,1322.044703,1769.416324,4347.942967,
2020,2,11,20,1227.572984,1298.717142,1707.655805,4233.945931,
2020,2,11,21,1176.10094,1262.828585,1635.977539,4074.907064,
2020,2,11,22,1082.675656,1198.67779,1533.644416,3814.997862,
2020,2,11,23,992.0707571,1116.582717,1401.107245,3509.760719,
2020,2,11,24,958.2261257,1051.086101,1282.545081,3291.857308,
2020,2,12,1,940.9512618,1007.571226,1188.777286,3137.299774,
2020,2,12,2,938.8359723,992.3185896,1138.737741,3069.892303,
2020,2,12,3,949.0598714,984.2436644,1104.927238,3038.230774,
2020,2,12,4,978.6739238,978.8603809,1094.558684,3052.092989,
2020,2,12,5,1071.041564,994.1130175,1107.181272,3172.335854,
2020,2,12,6,1244.847848,1042.562569,1180.662765,3468.073182,
2020,2,12,7,1292.794409,1095.049583,1322.666878,3710.51087,
2020,2,12,8,1225.105146,1078.899732,1428.155647,3732.160525,
2020,2,12,9,1165.524493,1093.255155,1532.291996,3791.071644,
2020,2,12,10,1138.730826,1104.918936,1589.093641,3832.743403,
2020,2,12,11,1127.801831,1104.021722,1635.075925,3866.899478,
2020,2,12,12,1114.757546,1104.021722,1665.279975,3884.059243,
2020,2,12,13,1111.232063,1095.049583,1661.673521,3867.955167,
2020,2,12,14,1101.360713,1096.844011,1674.296109,3872.500833,
2020,2,12,15,1097.83523,1083.385802,1659.870294,3841.091326,
2020,2,12,16,1100.303068,1072.619235,1629.666245,3802.588548,
2020,2,12,17,1129.212024,1046.600031,1612.53559,3788.347645,
2020,2,12,18,1233.918852,1241.295451,1686.918697,4162.133,
2020,2,12,19,1277.634834,1377.671966,1783.842139,4439.148939,
2020,2,12,20,1248.020782,1380.812215,1755.441316,4384.274313,
2020,2,12,21,1187.029936,1345.820872,1673.394495,4206.245303,
2020,2,12,22,1077.387432,1277.184008,1577.823474,3932.394914,
2020,2,12,23,988.5452746,1188.808437,1434.016134,3611.369846,
2020,2,12,24,954.7006432,1112.545254,1310.945903,3378.1918,
2020,2,13,1,934.9579416,1067.235952,1228.899083,3231.092977,
2020,2,13,2,932.4901039,1051.086101,1177.957925,3161.53413,
2020,2,13,3,935.6630381,1050.188887,1147.303069,3133.154994,
2020,2,13,4,971.2704107,1059.609633,1131.975641,3162.855685,
2020,2,13,5,1074.214498,1095.49819,1150.909522,3320.62221,
2020,2,13,6,1256.129391,1188.808437,1236.562797,3681.500625,
2020,2,13,7,1321.703365,1266.866048,1401.558051,3990.127464,
2020,2,13,8,1265.648194,1239.052416,1477.744385,3982.444995,
2020,2,13,9,1201.131865,1213.930427,1568.356533,3983.418825,
2020,2,13,10,1169.755072,1206.304108,1634.174312,4010.233492,
2020,2,13,11,1136.968085,1173.107193,1665.279975,3975.355253,
2020,2,13,12,1120.750866,1151.125453,1690.975957,3962.852276,
2020,2,13,13,1104.533647,1129.143712,1680.607403,3914.284762,
2020,2,13,14,1077.034884,1110.302219,1690.975957,3878.31306,
2020,2,13,15,1066.810985,1095.49819,1663.927555,3826.23673,
2020,2,13,16,1089.374072,1095.49819,1636.879152,3821.751414,
2020,2,13,17,1118.635576,1137.667244,1631.018665,3887.321485,
2020,2,13,18,1245.552944,1326.530773,1690.975957,4263.059674,
2020,2,13,19,1288.56383,1439.579726,1819.906675,4548.050231,
2020,2,13,20,1260.007422,1436.439477,1779.784878,4476.231777,
2020,2,13,21,1210.29812,1398.307886,1725.237267,4333.843273,
2020,2,13,22,1102.418357,1327.876594,1608.47833,4038.773281,
2020,2,13,23,1016.044038,1231.426098,1475.039544,3722.50968,
2020,2,13,24,971.9755072,1145.293562,1360.534641,3477.80371,
2020,2,14,1,957.168481,1099.087045,1227.095856,3283.351382,
2020,2,14,2,948.7073231,1079.348339,1177.056311,3205.111973,
2020,2,14,3,952.937902,1079.796946,1141.442581,3174.177429,
2020,2,14,4,978.6739238,1077.105305,1130.172414,3185.951643,
2020,2,14,5,1062.227857,1112.096647,1151.360329,3325.684833,
2020,2,14,6,1214.881247,1201.818039,1226.645049,3643.344335,
2020,2,14,7,1279.045027,1290.642216,1394.345144,3964.032387,
2020,2,14,8,1259.654874,1260.58555,1493.522619,4013.763043,
2020,2,14,9,1227.220435,1238.603809,1579.6267,4045.450944,
2020,2,14,10,1210.29812,1209.892964,1641.387219,4061.578303,
2020,2,14,11,1178.568778,1173.107193,1669.788042,4021.464013,
2020,2,14,12,1149.659822,1142.153313,1672.943689,3964.756824,
2020,2,14,13,1129.564572,1120.620179,1662.575134,3912.759885,
2020,2,14,14,1107.354033,1104.918936,1655.813034,3868.086003,
2020,2,14,15,1103.476002,1087.423265,1631.469472,3822.368739,
2020,2,14,16,1118.635576,1071.273414,1618.846884,3808.755874,
2020,2,14,17,1155.300594,1087.423265,1649.952547,3892.676406,
2020,2,14,18,1232.156111,1230.080277,1730.646947,4192.883335,
2020,2,14,19,1255.424295,1341.334802,1799.620373,4396.37947,
2020,2,14,20,1233.566304,1325.633559,1755.892123,4315.091986,
2020,2,14,21,1209.593023,1291.988037,1687.82031,4189.40137,
2020,2,14,22,1139.788471,1251.164804,1608.47833,3999.431605,
2020,2,14,23,1065.75334,1183.425153,1483.604872,3732.783365,
2020,2,14,24,1031.203612,1113.442468,1370.452388,3515.098468,
2020,2,15,1,1013.5762,1061.852668,1260.906359,3336.335227,
2020,2,15,2,1008.640524,1038.525106,1205.907941,3253.073571,
2020,2,15,3,1013.928748,1029.10436,1169.843404,3212.876512,
2020,2,15,4,1036.491836,1026.861325,1154.515976,3217.869137,
2020,2,15,5,1090.079169,1035.384858,1151.360329,3276.824356,
2020,2,15,6,1173.633102,1065.441524,1183.818412,3422.893038,
2020,2,15,7,1242.38001,1072.619235,1217.628915,3532.62816,
2020,2,15,8,1253.661554,1065.890131,1264.512812,3584.064497,
2020,2,15,9,1211.355764,1084.731623,1375.411262,3671.498649,
2020,2,15,10,1164.1143,1104.918936,1463.31857,3732.351806,
2020,2,15,11,1120.750866,1098.638439,1493.973426,3713.362731,
2020,2,15,12,1080.560366,1087.423265,1488.563746,3656.547377,
2020,2,15,13,1051.65141,1073.965056,1452.950016,3578.566482,
2020,2,15,14,1030.851064,1054.674957,1420.94274,3506.468761,
2020,2,15,15,1022.742454,1043.90839,1384.427396,3451.07824,
2020,2,15,16,1030.851064,1042.113962,1357.378994,3430.34402,
2020,2,15,17,1061.170213,1083.834409,1356.026574,3501.031196,
2020,2,15,18,1164.466848,1227.837242,1486.760519,3879.064609,
2020,2,15,19,1203.247155,1324.287738,1624.707371,4152.242264,
2020,2,15,20,1180.684067,1308.586495,1603.970263,4093.240825,
2020,2,15,21,1143.313953,1279.427042,1557.987978,3980.728973,
2020,2,15,22,1086.553686,1244.884307,1502.087947,3833.52594,
2020,2,15,23,1024.152647,1187.014009,1419.139513,3630.306169,
2020,2,15,24,997.7115289,1136.321423,1325.822525,3459.855477,
2020,2,16,1,981.1417615,1090.563513,1243.324897,3315.030172,
2020,2,16,2,977.6162791,1064.992917,1184.720025,3227.329221,
2020,2,16,3,983.9621475,1051.534708,1148.655489,3184.152345,
2020,2,16,4,995.9487877,1043.459783,1129.2708,3168.679371,
2020,2,16,5,1035.081643,1043.459783,1126.115153,3204.656579,
2020,2,16,6,1102.770905,1058.712419,1138.737741,3300.221065,
2020,2,16,7,1157.063335,1063.647096,1165.786144,3386.496575,
2020,2,16,8,1163.056655,1059.609633,1181.113572,3403.77986,
2020,2,16,9,1139.788471,1103.573115,1233.857956,3477.219542,
2020,2,16,10,1101.713261,1141.704706,1278.48782,3521.905787,
2020,2,16,11,1074.919594,1147.536597,1313.650743,3536.106934,
2020,2,16,12,1049.536121,1137.667244,1325.371718,3512.575083,
2020,2,16,13,1032.261257,1099.087045,1317.708004,3449.056306,
2020,2,16,14,1012.518555,1076.656698,1312.74913,3401.924383,
2020,2,16,15,1008.287976,1062.301275,1293.364442,3363.953693,
2020,2,16,16,1011.108362,1057.366598,1283.446694,3351.921654,
2020,2,16,17,1050.593765,1089.217692,1291.110408,3430.921865,
2020,2,16,18,1157.415883,1222.005352,1397.951598,3777.372833,
2020,2,16,19,1211.708313,1321.147489,1565.651693,4098.507495,
2020,2,16,20,1188.440129,1312.17535,1579.175894,4079.791373,
2020,2,16,21,1151.422563,1290.642216,1558.438785,4000.503564,
2020,2,16,22,1089.374072,1247.575948,1495.325846,3832.275866,
2020,2,16,23,1019.216972,1201.369432,1411.475799,3632.062203,
2020,2,16,24,988.8978229,1143.947741,1309.593483,3442.439047,
2020,2,17,1,983.6095992,1100.432866,1220.333755,3304.37622,
2020,2,17,2,985.0197922,1080.69416,1171.195824,3236.909776,
2020,2,17,3,999.4742702,1074.413663,1144.598228,3218.486161,
2020,2,17,4,1039.66477,1068.581772,1135.582094,3243.828636,
2020,2,17,5,1136.968085,1096.844011,1151.811136,3385.623232,
2020,2,17,6,1272.346611,1157.40595,1206.809554,3636.562115,
2020,2,17,7,1334.395101,1188.35983,1288.405568,3811.160499,
2020,2,17,8,1324.171202,1166.378089,1367.296742,3857.846033,
2020,2,17,9,1262.122712,1172.658586,1471.883898,3906.665196,
2020,2,17,10,1215.233795,1172.658586,1536.349257,3924.241638,
2020,2,17,11,1158.473528,1159.200378,1577.372667,3895.046573,
2020,2,17,12,1121.455962,1134.526995,1583.233154,3839.216111,
2020,2,17,13,1094.309748,1114.788289,1568.807339,3777.905376,
2020,2,17,14,1072.451757,1099.087045,1555.283138,3726.82194,
2020,2,17,15,1066.458436,1087.423265,1539.054097,3692.935798,
2020,2,17,16,1068.573726,1080.69416,1516.964568,3666.232454,
2020,2,17,17,1109.116774,1103.124508,1512.005694,3724.246976,
2020,2,17,18,1227.572984,1240.398237,1595.855742,4063.826963,
2020,2,17,19,1295.614795,1392.924603,1769.416324,4457.955722,
2020,2,17,20,1275.519545,1392.924603,1748.679215,4417.123363,
2020,2,17,21,1227.925532,1362.867936,1709.459032,4300.2525,
2020,2,17,22,1127.096734,1291.988037,1614.789624,4033.874395,
2020,2,17,23,1038.959673,1206.304108,1475.039544,3720.303325,
2020,2,17,24,1005.820139,1129.592319,1340.248339,3475.660797,
2020,2,18,1,997.0064325,1079.796946,1247.832964,3324.636343,
2020,2,18,2,1002.647204,1062.749882,1194.637773,3260.034859,
2020,2,18,3,1021.68481,1064.54431,1167.138564,3253.367684,
2020,2,18,4,1071.74666,1077.553912,1149.557102,3298.857674,
2020,2,18,5,1203.247155,1115.685503,1172.097438,3491.030096,
2020,2,18,6,1430.99332,1216.173461,1255.947485,3903.114266,
2020,2,18,7,1501.855517,1299.165748,1425.901613,4226.922878,
2020,2,18,8,1382.341663,1267.314654,1538.60329,4188.259607,
2020,2,18,9,1261.417615,1247.127341,1616.142044,4124.687,
2020,2,18,10,1202.542058,1238.603809,1659.419488,4100.565355,
2020,2,18,11,1159.531173,1191.500079,1700.442898,4051.47415,
2020,2,18,12,1133.795151,1166.378089,1700.893705,4001.066945,
2020,2,18,13,1107.354033,1143.499134,1693.680797,3944.533964,
2020,2,18,14,1090.431717,1126.900677,1684.213856,3901.54625,
2020,2,18,15,1083.7333,1103.573115,1665.279975,3852.58639,
2020,2,18,16,1088.316428,1093.255155,1640.936413,3822.507996,
2020,2,18,17,1122.513607,1117.031324,1620.650111,3860.195042,
2020,2,18,18,1254.719198,1256.548088,1698.639671,4209.906957,
2020,2,18,19,1322.761009,1424.775697,1873.101866,4620.638572,
2020,2,18,20,1306.191242,1431.056194,1844.701044,4581.94848,
2020,2,18,21,1262.122712,1391.130175,1779.334071,4432.586958,
2020,2,18,22,1154.948046,1308.586495,1640.034799,4103.56934,
2020,2,18,23,1060.817665,1226.491421,1493.973426,3781.282512,
2020,2,18,24,1029.088323,1139.910279,1351.518507,3520.517109,
2020,2,19,1,1018.864424,1090.563513,1249.185384,3358.613321,
2020,2,19,2,1027.325581,1067.684558,1194.637773,3289.647912,
2020,2,19,3,1046.715735,1059.161026,1155.868396,3261.745157,
2020,2,19,4,1094.662296,1068.581772,1147.753875,3310.997943,
2020,2,19,5,1235.681593,1097.292618,1163.081303,3496.055514,
2020,2,19,6,1462.370114,1188.35983,1256.398292,3907.128236,
2020,2,19,7,1533.937407,1244.4357,1444.384688,4222.757795,
2020,2,19,8,1405.257298,1227.837242,1530.939576,4164.034116,
2020,2,19,9,1271.288966,1204.50968,1615.24043,4091.039076,
2020,2,19,10,1202.894607,1189.705651,1640.034799,4032.635057,
2020,2,19,11,1156.00569,1160.994806,1683.76305,4000.763546,
2020,2,19,12,1123.9238,1128.246498,1693.680797,3945.851095,
2020,2,19,13,1101.008164,1124.657642,1688.271117,3913.936923,
2020,2,19,14,1084.438397,1112.096647,1684.664663,3881.199707,
2020,2,19,15,1075.624691,1093.255155,1670.238848,3839.118694,
2020,2,19,16,1078.092528,1087.871872,1646.346093,3812.310493,
2020,2,19,17,1104.181098,1100.881473,1627.863018,3832.925589,
2020,2,19,18,1221.932212,1222.005352,1666.181588,4110.119152,
2020,2,19,19,1297.377536,1355.241618,1822.160709,4474.779863,
2020,2,19,20,1274.4619,1360.624902,1790.153432,4425.240234,
2020,2,19,21,1238.149431,1314.418385,1718.024359,4270.592175,
2020,2,19,22,1132.737506,1257.893908,1612.986397,4003.617811,
2020,2,19,23,1043.895349,1169.966945,1470.982284,3684.844578,
2020,2,19,24,1013.928748,1093.255155,1330.781398,3437.965301,
2020,2,20,1,1007.230332,1049.74028,1234.75957,3291.730182,
2020,2,20,2,1012.871103,1036.282071,1186.974059,3236.127233,
2020,2,20,3,1030.851064,1031.796002,1157.220816,3219.867882,
2020,2,20,4,1083.380752,1039.870927,1131.975641,3255.22732,
2020,2,20,5,1213.823602,1068.133165,1159.925656,3441.882423,
2020,2,20,6,1440.159574,1152.91988,1243.324897,3836.404351,
2020,2,20,7,1504.675903,1214.379034,1402.459665,4121.514602,
2020,2,20,8,1371.765215,1187.462616,1502.538754,4061.766585,
2020,2,20,9,1252.603909,1176.696049,1587.741221,4017.041179,
2020,2,20,10,1186.324839,1159.648985,1652.20658,3998.180404,
2020,2,20,11,1142.961405,1146.639383,1679.705789,3969.306577,
2020,2,20,12,1112.289708,1130.040926,1703.147738,3945.478372,
2020,2,20,13,1095.719941,1122.863214,1703.147738,3921.730893,
2020,2,20,14,1090.431717,1113.891075,1709.909839,3914.232631,
2020,2,20,15,1083.380752,1105.367543,1695.484024,3884.232319,
2020,2,20,16,1085.84859,1097.292618,1675.648529,3858.789737,
2020,2,20,17,1107.706581,1107.161971,1648.14932,3863.017872,
2020,2,20,18,1209.240475,1204.958287,1665.730781,4079.929543,
2020,2,20,19,1266.35329,1337.745947,1774.826004,4378.925241,
2020,2,20,20,1251.193716,1336.848733,1734.253401,4322.29585,
2020,2,20,21,1204.3048,1289.296395,1668.435622,4162.036817,
2020,2,20,22,1101.713261,1225.145601,1576.92186,3903.780722,
2020,2,20,23,1016.044038,1141.256099,1443.483075,3600.783212,
2020,2,20,24,980.7892133,1054.22635,1333.937045,3368.952608,
2020,2,21,1,970.9178624,1032.693216,1219.882948,3223.494026,
2020,2,21,2,974.4433449,1021.926649,1162.630497,3159.000491,
2020,2,21,3,987.8401781,1014.300331,1140.090161,3142.23067,
2020,2,21,4,1028.030678,1018.7864,1125.21354,3172.030618,
2020,2,21,5,1149.307274,1045.254211,1137.385321,3331.946806,
2020,2,21,6,1356.253093,1112.096647,1221.235369,3689.585109,
2020,2,21,7,1420.769421,1167.275303,1362.788674,3950.833398,
2020,2,21,8,1315.710045,1150.676846,1471.433091,3937.819982,
2020,2,21,9,1211.708313,1148.882418,1575.118633,3935.709364,
2020,2,21,10,1162.704107,1141.256099,1635.075925,3939.036131,
2020,2,21,11,1127.801831,1139.013065,1673.394495,3940.209391,
2020,2,21,12,1104.886195,1126.900677,1693.680797,3925.467669,
2020,2,21,13,1097.83523,1121.966,1689.623537,3909.424767,
2020,2,21,14,1086.553686,1113.442468,1694.131604,3894.127758,
2020,2,21,15,1076.682335,1107.610578,1654.460614,3838.753527,
2020,2,21,16,1077.73998,1095.49819,1640.034799,3813.272969,
2020,2,21,17,1086.906235,1096.844011,1618.396077,3802.146323,
2020,2,21,18,1153.537853,1177.593263,1632.821892,3963.953008,
2020,2,21,19,1202.18951,1287.053361,1726.13888,4215.381751,
2020,2,21,20,1175.748392,1265.968834,1684.213856,4125.931082,
2020,2,21,21,1142.256309,1229.183063,1626.961405,3998.400777,
2020,2,21,22,1070.336467,1184.770974,1534.996836,3790.104277,
2020,2,21,23,1010.050717,1125.554856,1430.40968,3566.015253,
2020,2,21,24,976.9111826,1061.404061,1318.609617,3356.924861,
2020,2,22,1,959.9888669,1028.207146,1224.841822,3213.037835,
2020,2,22,2,956.8159327,1008.019833,1167.58937,3132.425136,
2020,2,22,3,963.8668976,1000.393515,1132.426447,3096.68686,
2020,2,22,4,985.7248887,1002.187943,1115.746599,3103.659431,
2020,2,22,5,1032.261257,1014.300331,1114.394179,3160.955767,
2020,2,22,6,1117.225383,1038.973713,1149.106295,3305.305391,
2020,2,22,7,1176.10094,1035.384858,1186.523252,3398.00905,
2020,2,22,8,1193.728352,1030.450181,1237.013603,3461.192136,
2020,2,22,9,1163.056655,1048.843066,1328.076558,3539.976279,
2020,2,22,10,1129.91712,1061.852668,1401.107245,3592.877033,
2020,2,22,11,1102.770905,1062.749882,1443.483075,3609.003862,
2020,2,22,12,1069.983919,1053.329136,1457.90889,3581.221945,
2020,2,22,13,1044.952994,1048.394459,1458.359696,3551.707149,
2020,2,22,14,1036.844384,1044.356997,1425.901613,3507.102994,
2020,2,22,15,1033.318902,1039.42232,1399.754824,3472.496046,
2020,2,22,16,1031.203612,1034.936251,1379.468523,3445.608386,
2020,2,22,17,1060.112568,1046.151425,1370.903195,3477.167188,
2020,2,22,18,1139.083375,1131.386746,1439.876621,3710.346742,
2020,2,22,19,1173.280554,1230.080277,1569.708953,3973.069784,
2020,2,22,20,1144.01905,1211.238785,1552.127491,3907.385326,
2020,2,22,21,1098.540327,1176.247442,1503.891174,3778.678943,
2020,2,22,22,1040.722415,1141.256099,1445.737109,3627.715623,
2020,2,22,23,975.5009896,1098.638439,1363.239481,3437.37891,
2020,2,22,24,949.0598714,1054.674957,1274.881367,3278.616195,
2020,2,23,1,928.259525,1019.235007,1196.441,3143.935532,
2020,2,23,2,926.1442355,1000.842122,1139.639355,3066.625713,
2020,2,23,3,924.7340426,985.1408783,1114.844986,3024.719907,
2020,2,23,4,931.4324592,981.1034157,1104.025625,3016.5615,
2020,2,23,5,959.6363187,983.3464505,1099.968364,3042.951133,
2020,2,23,6,1000.531915,1000.842122,1111.238532,3112.612569,
2020,2,23,7,1038.607125,998.1504801,1101.320785,3138.07839,
2020,2,23,8,1073.86195,994.5616244,1122.057893,3190.481467,
2020,2,23,9,1093.604651,1015.646151,1188.326479,3297.577281,
2020,2,23,10,1077.73998,1033.59043,1248.283771,3359.614181,
2020,2,23,11,1061.875309,1036.282071,1301.478962,3399.636342,
2020,2,23,12,1054.471796,1039.42232,1324.019298,3417.913414,
2020,2,23,13,1042.837704,1034.039037,1330.330592,3407.207333,
2020,2,23,14,1037.196932,1031.796002,1325.371718,3394.364652,
2020,2,23,15,1038.254577,1032.244609,1324.470104,3394.96929,
2020,2,23,16,1048.125928,1030.450181,1310.04429,3388.620399,
2020,2,23,17,1075.977239,1045.254211,1316.355584,3437.587034,
2020,2,23,18,1159.178624,1144.396348,1378.566909,3682.141881,
2020,2,23,19,1221.579664,1247.575948,1535.447643,4004.603255,
2020,2,23,20,1192.318159,1230.528884,1541.30813,3964.155173,
2020,2,23,21,1131.327313,1196.434755,1510.202468,3837.964536,
2020,2,23,22,1042.132608,1149.779632,1439.425815,3631.338055,
2020,2,23,23,962.1041564,1092.357941,1346.559633,3401.02173,
2020,2,23,24,927.5544285,1032.244609,1244.226511,3204.025549,
2020,2,24,1,913.0999505,999.496301,1150.909522,3063.505774,
2020,2,24,2,906.0489857,983.3464505,1113.943372,3003.338808,
2020,2,24,3,915.21524,974.8229183,1095.460297,2985.498455,
2020,2,24,4,943.7716477,978.411774,1081.936096,3004.119518,
2020,2,24,5,1029.440871,995.9074453,1098.165138,3123.513454,
2020,2,24,6,1187.735032,1048.843066,1172.999051,3409.577149,
2020,2,24,7,1235.681593,1086.077444,1319.511231,3641.270268,
2020,2,24,8,1187.029936,1088.769085,1438.524201,3714.323222,
2020,2,24,9,1138.730826,1099.535652,1555.283138,3793.549616,
2020,2,24,10,1120.045769,1119.722966,1640.936413,3880.705148,
2020,2,24,11,1112.289708,1122.863214,1680.156596,3915.309518,
2020,2,24,12,1112.642256,1134.078388,1718.024359,3964.745003,
2020,2,24,13,1109.469322,1136.77003,1722.08162,3968.320972,
2020,2,24,14,1115.81519,1134.975602,1722.983233,3973.774025,
2020,2,24,15,1115.81519,1129.143712,1722.08162,3967.040522,
2020,2,24,16,1119.693221,1115.685503,1715.770326,3951.14905,
