Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1,
2020,4,2,4,86.1,771.6,409.5,601.8,467.25
2020,4,2,5,122.5,750.3,390.3,610.3,468.35
2020,4,2,6,122.1,686.2,424,554.3,446.65
2020,4,2,7,124.6,644.4,406.6,401.7,394.325
2020,4,2,8,131.4,671,426.9,117.7,336.75
2020,4,2,9,107.2,501.6,443.8,3.2,263.95
2020,4,2,10,95.5,152.9,341,0,147.35
2020,4,2,11,53.3,35,211.9,0,75.05
2020,4,2,12,72,111.1,201,0,96.025
2020,4,2,13,59.2,44.8,162.2,0,66.55
2020,4,2,14,22.4,51.6,71.4,0,36.35
2020,4,2,15,8.3,56.1,59.7,41.1,41.3
2020,4,2,16,0,24.2,27.1,150.3,50.4
2020,4,2,17,0,20.7,21.1,62.1,25.975
2020,4,2,18,1.5,78.6,23.7,74.9,44.675
2020,4,2,19,15.5,40.3,16,70.2,35.5
2020,4,2,20,7.6,60.2,21.6,54,35.85
2020,4,2,21,2.1,52.6,18.7,69.3,35.675
2020,4,2,22,4,430.2,24.9,341,200.025
2020,4,2,23,3.5,461.7,11.7,258.4,183.825
2020,4,2,24,10.8,424.5,10.9,220.6,166.7
2020,4,3,1,68.5,67.2,25,147.4,77.025
2020,4,3,2,109.1,82.2,1.5,100.8,73.4
2020,4,3,3,115.6,384.4,135.1,236.5,217.9
2020,4,3,4,102.4,588.1,253.2,412.4,339.025
2020,4,3,5,139.7,447.8,285.1,271.3,285.975
2020,4,3,6,142.9,402,256.6,98.8,225.075
2020,4,3,7,144.9,162.4,551.1,40.4,224.7
2020,4,3,8,105.1,176.4,659.9,47.9,247.325
2020,4,3,9,80.9,164,578.3,28.1,212.825
2020,4,3,10,64.1,293.5,396.5,17.9,193
2020,4,3,11,59,209.3,246,3,129.325
2020,4,3,12,28.4,98,157.5,1.5,71.35
2020,4,3,13,10.4,16.6,118.3,1.4,36.675
2020,4,3,14,9.3,22.1,93.1,0,31.125
2020,4,3,15,9.9,28.8,75.2,0.5,28.6
2020,4,3,16,7.9,32.2,56.8,4.4,25.325
2020,4,3,17,4.9,26.8,34.9,1.7,17.075
2020,4,3,18,0.2,0.4,6.4,14.5,5.375
2020,4,3,19,0,2.2,10,3.7,3.975
2020,4,3,20,0,13.9,14.9,23,12.95
2020,4,3,21,1.8,101,31,55.4,47.3
2020,4,3,22,5.6,221.4,39.7,246.8,128.375
2020,4,3,23,4.3,203.2,44.3,250.5,125.575
2020,4,3,24,27,162.3,46.6,257.5,123.35
2020,4,4,1,50.8,286.1,88.3,458.6,220.95
2020,4,4,2,93.9,368,143.5,437.9,260.825
2020,4,4,3,102.4,356.9,121.5,292.6,218.35
2020,4,4,4,113.6,284.6,94.9,254.6,186.925
2020,4,4,5,103.1,214.8,106.1,179.1,150.775
2020,4,4,6,67.5,315.6,178.4,182.8,186.075
2020,4,4,7,53.7,292.5,242.2,92.7,170.275
2020,4,4,8,54.6,132.5,293.9,46.2,131.8
2020,4,4,9,67.1,25.5,216.3,4.7,78.4
2020,4,4,10,71.2,35.3,164.1,2.5,68.275
2020,4,4,11,63.3,41.7,246.4,1.3,88.175
2020,4,4,12,144.8,205.1,661.1,11.9,255.725
2020,4,4,13,148.3,438.2,761.2,116.5,366.05
2020,4,4,14,148.3,597.7,719.5,335.9,450.35
2020,4,4,15,148.3,583.3,688.3,484.8,476.175
2020,4,4,16,148.3,625.5,729,533.2,509
2020,4,4,17,146.2,519.7,776.4,436.6,469.725
2020,4,4,18,28.9,289.9,388.5,313.2,255.125
2020,4,4,19,28,143.8,259.3,333,191.025
2020,4,4,20,54.6,190.3,123.7,327,173.9
2020,4,4,21,77.7,178.5,303.3,317.5,219.25
2020,4,4,22,102.9,86.4,319,230,184.575
2020,4,4,23,62.6,212.2,275.3,409.9,240
2020,4,4,24,27.3,304.3,218.8,386.8,234.3
2020,4,5,1,19.5,264.5,217.8,334,208.95
2020,4,5,2,9.7,76.9,127.3,309.5,130.85
2020,4,5,3,33.1,53.8,117.4,324,132.075
2020,4,5,4,7.4,130.2,42.2,330.8,127.65
2020,4,5,5,8,75.1,9.2,361,113.325
2020,4,5,6,6.1,30.3,1.3,455.4,123.275
2020,4,5,7,12.3,169.1,6.3,441.2,157.225
2020,4,5,8,9.2,307.3,17.3,373.4,176.8
2020,4,5,9,28,268.2,47.9,77.1,105.3
2020,4,5,10,34.6,215.7,48.8,67.5,91.65
2020,4,5,11,9.8,146.1,92.8,89.3,84.5
2020,4,5,12,10.3,66.4,92.2,62.8,57.925
2020,4,5,13,12.8,27.2,164.9,63.9,67.2
2020,4,5,14,19.7,33,137.6,63.2,63.375
2020,4,5,15,19.4,39.8,70.2,67.2,49.15
2020,4,5,16,43.5,32.3,30.3,68.1,43.55
2020,4,5,17,52,77.2,23.6,67.8,55.15
2020,4,5,18,31.2,103.5,65.5,93.6,73.45
2020,4,5,19,3.7,90.5,35.6,98.1,56.975
2020,4,5,20,10,136,93.7,190.4,107.525
2020,4,5,21,55.8,374.4,111.6,352.5,223.575
2020,4,5,22,106.4,638.5,66.4,399.5,302.7
2020,4,5,23,107.8,677.8,123.3,438.9,336.95
2020,4,5,24,124.1,625.4,34.6,229.1,253.3
2020,4,6,1,67.3,460.2,22.8,151,175.325
2020,4,6,2,31.1,278.8,19.2,169.1,124.55
2020,4,6,3,20.6,269.9,2.3,110.6,100.85
2020,4,6,4,61.4,163.3,18.3,93.7,84.175
2020,4,6,5,13.6,197.2,68.7,126.8,101.575
2020,4,6,6,20,224.6,102.7,177.8,131.275
2020,4,6,7,60.2,259.6,115,349.2,196
2020,4,6,8,50.4,364.2,135.8,389.5,234.975
2020,4,6,9,35.3,653.3,117.3,206.6,253.125
2020,4,6,10,20.1,476.4,48.1,134.9,169.875
2020,4,6,11,19.1,170.9,31,128.7,87.425
2020,4,6,12,32.8,235.6,16.9,129.8,103.775
2020,4,6,13,28.7,451.8,5.3,333.5,204.825
2020,4,6,14,8.5,430.2,11.8,383.5,208.5
2020,4,6,15,5.5,222.7,54.7,260.1,135.75
2020,4,6,16,20.5,144.2,56.8,172.3,98.45
2020,4,6,17,23.6,92,21.4,283.4,105.1
2020,4,6,18,63.3,600.2,494,577.4,433.725
2020,4,6,19,97.4,665.4,492.4,379.6,408.7
2020,4,6,20,31.7,670,274.3,107.8,270.95
2020,4,6,21,17,585.3,291,178.7,268
2020,4,6,22,18.6,440.3,472.7,118.4,262.5
2020,4,6,23,64.9,305.9,346.2,46.3,190.825
2020,4,6,24,31.3,332.4,232.1,152.1,186.975
2020,4,7,1,68.3,317.6,333.4,332.6,262.975
2020,4,7,2,41.3,310.9,349.5,186.6,222.075
2020,4,7,3,46.8,390.8,377.4,24.7,209.925
2020,4,7,4,26,482.4,361.7,45,228.775
2020,4,7,5,15.8,317.4,263.3,12.8,152.325
2020,4,7,6,10.6,148.8,136.5,0.4,74.075
2020,4,7,7,21.6,14.8,31.8,1.9,17.525
2020,4,7,8,24.5,4.9,33.3,1.9,16.15
2020,4,7,9,8,0,21.3,0,7.325
2020,4,7,10,0.7,0,1.6,0,0.575
2020,4,7,11,0,0.6,1.2,0,0.45
2020,4,7,12,0,8.8,0,7.2,4
2020,4,7,13,0,9.5,15.6,3.8,7.225
2020,4,7,14,4.2,22.5,32.7,10,17.35
2020,4,7,15,4.4,30.2,50.7,14.9,25.05
2020,4,7,16,0.5,23.2,26.7,11.2,15.4
2020,4,7,17,0.3,23.3,21.6,27.4,18.15
2020,4,7,18,0.1,50.1,23,35.2,27.1
2020,4,7,19,0,77.1,5.3,42.9,31.325
2020,4,7,20,0,61.8,56.9,17.4,34.025
2020,4,7,21,8.8,256.5,16.9,72.6,88.7
2020,4,7,22,12.8,321.7,20.6,62.7,104.45
2020,4,7,23,3,100.9,50.5,31.5,46.475
2020,4,7,24,8.1,39.3,88.4,124.8,65.15
2020,4,8,1,19.3,48.4,80.4,96.4,61.125
2020,4,8,2,19,21.6,94.8,65.7,50.275
2020,4,8,3,22.8,5.7,94.5,19.6,35.65
2020,4,8,4,14.9,83.7,290.7,22.4,102.925
2020,4,8,5,13.5,27.6,433.6,11.3,121.5
2020,4,8,6,21.5,4.1,308.5,31.7,91.45
2020,4,8,7,22.7,0,378.4,1.2,100.575
2020,4,8,8,36.1,0,369.1,0,101.3
2020,4,8,9,51.3,33.4,482.9,54.3,155.475
2020,4,8,10,19.1,25.9,393.6,74.5,128.275
2020,4,8,11,13.8,26.7,255.1,120.7,104.075
2020,4,8,12,7.3,8.5,150.3,184.1,87.55
2020,4,8,13,1.9,25.3,45.9,154,56.775
2020,4,8,14,15.1,68.4,37.2,218.7,84.85
2020,4,8,15,22.7,42.2,27.6,233.8,81.575
2020,4,8,16,4.9,63,27.6,302.1,99.4
2020,4,8,17,2.9,115.1,35.9,366.3,130.05
2020,4,8,18,36.2,580.4,232.3,582.7,357.9
2020,4,8,19,28.3,453,165.9,637.5,321.175
2020,4,8,20,11.5,499.6,559.7,670.3,435.275
2020,4,8,21,25.1,369.5,758.9,674.7,457.05
2020,4,8,22,79.1,468.7,768.3,674,497.525
2020,4,8,23,106.1,651.4,747.5,687.3,548.075
2020,4,8,24,113.6,738.5,723.5,688.7,566.075
2020,4,9,1,83,748.5,806.5,689.7,581.925
2020,4,9,2,109.9,740.9,828.3,679.6,589.675
2020,4,9,3,117.4,753.9,814.5,673.7,589.875
2020,4,9,4,131.5,760.6,772.6,686.8,587.875
2020,4,9,5,139.4,755.6,757.4,697.8,587.55
2020,4,9,6,139.6,758,731.1,704.7,583.35
2020,4,9,7,137,776.3,610.3,705.6,557.3
2020,4,9,8,140.1,778.9,673.8,710.3,575.775
2020,4,9,9,137.5,779.2,578.7,712,551.85
2020,4,9,10,118.1,778.7,428.8,711.5,509.275
2020,4,9,11,115.2,785.2,458.1,710.4,517.225
2020,4,9,12,114.5,787.2,495.6,701,524.575
2020,4,9,13,103.9,756.6,496.2,690.9,511.9
2020,4,9,14,104,737.9,599.7,681.9,530.875
2020,4,9,15,115.4,698.5,656.8,657.8,532.125
2020,4,9,16,124.8,608,667.9,577.9,494.65
2020,4,9,17,124.4,532.9,581.1,498.6,434.25
2020,4,9,18,17.1,297.6,116,320.1,187.7
2020,4,9,19,16,247.2,130,264.3,164.375
2020,4,9,20,36,204.8,175.7,244.2,165.175
2020,4,9,21,62.8,239.2,128.5,303,183.375
2020,4,9,22,18.9,192.4,8.7,239.1,114.775
2020,4,9,23,37.2,177.4,57.6,151.7,105.975
2020,4,9,24,12.9,163.6,119.1,62.3,89.475
2020,4,10,1,1.1,126.6,126.4,80.2,83.575
2020,4,10,2,0.2,81.6,20.4,12.2,28.6
2020,4,10,3,0,51.1,0,0,12.775
2020,4,10,4,0,64.1,0,0,16.025
2020,4,10,5,0,56.5,0,0.2,14.175
2020,4,10,6,0,15,0,5,5
2020,4,10,7,0,0,0,1.6,0.4
2020,4,10,8,0,0,0,1.2,0.3
2020,4,10,9,0,0,3.3,0.3,0.9
2020,4,10,10,0,0,2.7,0,0.675
2020,4,10,11,0,0,0.1,0,0.025
2020,4,10,12,0.5,0,19.8,6.7,6.75
2020,4,10,13,0.8,0.8,51.4,28.7,20.425
2020,4,10,14,2.7,1,64.4,71.8,34.975
2020,4,10,15,3,4,91.5,81.4,44.975
2020,4,10,16,2.6,21,80.2,49.2,38.25
2020,4,10,17,3.5,19,66.9,61,37.6
2020,4,10,18,2.5,42.2,81.3,42.8,42.2
2020,4,10,19,1.1,14.5,50.5,11.1,19.3
2020,4,10,20,1.2,8.8,54.5,28.1,23.15
2020,4,10,21,0.2,47.8,21.7,29.1,24.7
2020,4,10,22,0.9,199.9,169.6,157.3,131.925
2020,4,10,23,1.8,314.4,311.7,287.1,228.75
2020,4,10,24,6.4,374.6,252.4,391,256.1
2020,4,11,1,1.4,317.6,214.2,500.5,258.425
2020,4,11,2,1.2,216.3,254.4,525.2,249.275
2020,4,11,3,3,176.3,192.6,518,222.475
2020,4,11,4,12.3,221.9,145.8,482.5,215.625
2020,4,11,5,13,298.8,54.9,287,163.425
2020,4,11,6,2.5,364.1,6.1,67.9,110.15
2020,4,11,7,8.3,252.4,2,15.6,69.575
2020,4,11,8,78.7,156.7,6.3,59.4,75.275
2020,4,11,9,114.3,248.8,459.1,0.7,205.725
2020,4,11,10,94.5,269.6,601.8,0.8,241.675
2020,4,11,11,139.1,427.6,812.3,141.6,380.15
2020,4,11,12,134.4,731.6,809.2,288,490.8
2020,4,11,13,135.6,741.6,825,534.2,559.1
2020,4,11,14,143.3,722.7,838.1,430.8,533.725
2020,4,11,15,134.9,688.9,828.9,585.5,559.55
2020,4,11,16,108.7,569.8,799.7,613.4,522.9
2020,4,11,17,74.3,424.9,728.3,369.7,399.3
2020,4,11,18,79.5,428.3,803.6,184,373.85
2020,4,11,19,76.8,233.2,753.7,93.7,289.35
2020,4,11,20,58.9,345.3,561,171.4,284.15
2020,4,11,21,65.2,307.3,518.7,149.1,260.075
2020,4,11,22,85,392.7,600.6,231.8,327.525
2020,4,11,23,135.9,443.5,638.4,435.4,413.3
2020,4,11,24,127.8,572.7,605.6,423.8,432.475
2020,4,12,1,106.2,626,524.4,482.8,434.85
2020,4,12,2,102.6,599.8,530.9,343.1,394.1
2020,4,12,3,100.7,562.1,441.8,277.8,345.6
2020,4,12,4,94.1,519.8,387.9,203.9,301.425
2020,4,12,5,60,549.3,388.8,152.2,287.575
2020,4,12,6,61.6,573.6,290.2,251,294.1
2020,4,12,7,57.5,562.7,285.9,413.2,329.825
2020,4,12,8,78.8,551.8,308.2,462.2,350.25
2020,4,12,9,90.4,442.3,225,275.7,258.35
2020,4,12,10,73.8,419.8,138.7,219,212.825
2020,4,12,11,34.9,341.6,83.8,114.6,143.725
2020,4,12,12,38.2,209,170.7,28,111.475
2020,4,12,13,48,190.9,182.2,57.6,119.675
2020,4,12,14,37.4,138,121.7,34.6,82.925
2020,4,12,15,26.5,104.2,102,0,58.175
2020,4,12,16,21.7,31.4,90.9,0.1,36.025
2020,4,12,17,14.2,5.2,71.1,0,22.625
2020,4,12,18,0,0,0,0,0
2020,4,12,19,0,45.2,0,16.4,15.4
2020,4,12,20,0,50.2,0,0,12.55
2020,4,12,21,0,73.2,0,0,18.3
2020,4,12,22,0,97.7,117.3,48,65.75
2020,4,12,23,0,125.1,191.7,1.7,79.625
2020,4,12,24,70.3,150.5,50.5,39.3,77.65
2020,4,13,1,121.5,91.6,56,56.2,81.325
2020,4,13,2,123.4,159,59.1,89.1,107.65
2020,4,13,3,106.7,194.3,52.1,2.7,88.95
2020,4,13,4,100,141.9,192.2,0,108.525
2020,4,13,5,107.3,108.9,288.5,0,126.175
2020,4,13,6,97.5,126.1,254.4,44.3,130.575
2020,4,13,7,71.8,134.2,147.2,56.5,102.425
2020,4,13,8,54.6,244.9,141.4,129.8,142.675
2020,4,13,9,49.7,332.9,82.1,182.7,161.85
2020,4,13,10,52.3,476.2,74.2,171.5,193.55
2020,4,13,11,24.2,414.9,65,193.7,174.45
2020,4,13,12,5.3,416.9,74.9,173,167.525
2020,4,13,13,7.9,392,64.9,158.7,155.875
2020,4,13,14,6.5,321.4,93.5,184.9,151.575
2020,4,13,15,14.2,261.5,115.3,237,157
2020,4,13,16,26,191.7,109.4,136.1,115.8
2020,4,13,17,27.4,193.1,119.9,143.4,120.95
2020,4,13,18,3.4,12.2,72,6.9,23.625
2020,4,13,19,3.6,20.2,54.8,0,19.65
2020,4,13,20,11.3,0,65.3,8.9,21.375
2020,4,13,21,18.6,13.4,116.7,34.2,45.725
2020,4,13,22,36,18.9,110.2,57.1,55.55
2020,4,13,23,61.6,67.7,61.3,31.2,55.45
2020,4,13,24,66.7,30.3,24.7,1.4,30.775
2020,4,14,1,81.7,13.9,32.5,0,32.025
2020,4,14,2,116.4,6.2,110,0.7,58.325
2020,4,14,3,85.9,0,94.3,30,52.55
2020,4,14,4,112.3,0,133.7,0,61.5
2020,4,14,5,79.3,0.5,178.9,1.2,64.975
2020,4,14,6,90.5,53.2,170.5,20.2,83.6
2020,4,14,7,86.3,82.9,77.7,44.7,72.9
2020,4,14,8,96.4,50.7,70.2,34.3,62.9
2020,4,14,9,69.3,41.4,54.4,11.1,44.05
2020,4,14,10,64,75.5,51.5,4.2,48.8
2020,4,14,11,46.8,101.4,11.6,5.8,41.4
2020,4,14,12,46.3,51.5,21.6,3.3,30.675
2020,4,14,13,16,38,19.3,1,18.575
2020,4,14,14,4.2,20,26.8,30.2,20.3
2020,4,14,15,2.5,25,34.9,14.7,19.275
2020,4,14,16,0.9,18.5,21.4,8.2,12.25
2020,4,14,17,2.5,33.1,34,1.6,17.8
2020,4,14,18,13.9,14.4,54.8,0.9,21
2020,4,14,19,19.4,86.4,35.5,6.5,36.95
2020,4,14,20,2.8,72.5,55.7,37.7,42.175
2020,4,14,21,2.3,232.6,67.3,138.3,110.125
2020,4,14,22,9.4,174,45,244.4,118.2
2020,4,14,23,4.8,230.4,15.4,272.7,130.825
2020,4,14,24,8.1,286.7,32.7,240.9,142.1
2020,4,15,1,25.4,385.2,20.1,304.1,183.7
2020,4,15,2,98.3,612.8,0.2,404.1,278.85
2020,4,15,3,75.1,626.8,41.2,474.3,304.35
2020,4,15,4,97.9,624.8,161.9,532.1,354.175
2020,4,15,5,117.4,593.2,338.1,582.4,407.775
2020,4,15,6,60.8,445,507.2,470.4,370.85
2020,4,15,7,30.1,373.7,282.5,468.9,288.8
2020,4,15,8,19.8,424.1,192.2,519.4,288.875
2020,4,15,9,32.9,418.6,156.7,410.3,254.625
2020,4,15,10,36.6,188,213.4,279.7,179.425
2020,4,15,11,62.5,356.6,262.7,328.9,252.675
2020,4,15,12,43.2,237.9,168,279.5,182.15
2020,4,15,13,20.1,158.9,191.3,139.8,127.525
2020,4,15,14,24.7,115.4,244.2,67.5,112.95
2020,4,15,15,52.5,85,275,65.5,119.5
2020,4,15,16,72.2,61.9,370.8,155.3,165.05
2020,4,15,17,68.1,50.3,358.2,130.1,151.675
2020,4,15,18,42.8,206,485.3,82.9,204.25
2020,4,15,19,49,157.2,484.1,139.7,207.5
2020,4,15,20,60.3,199.6,359.9,199.6,204.85
2020,4,15,21,74.5,388.1,351.8,391.3,301.425
2020,4,15,22,80.2,479.5,525.7,454.4,384.95
2020,4,15,23,45.9,448.4,644.6,453.1,398
2020,4,15,24,50.5,586.5,628,510.5,443.875
2020,4,16,1,89,652.3,582.2,468.9,448.1
2020,4,16,2,104.5,582.9,632,433.8,438.3
2020,4,16,3,107.4,555,683.2,542.7,472.075
2020,4,16,4,122.3,570.4,655.6,544.6,473.225
2020,4,16,5,122.8,521.4,696.7,545.3,471.55
2020,4,16,6,124.3,571.5,746.9,573.3,504
2020,4,16,7,137.2,517.5,715.4,617.9,497
2020,4,16,8,136.7,398,714.4,669.8,479.725
2020,4,16,9,122.6,435.2,632.7,436.9,406.85
2020,4,16,10,61.8,431.8,544.1,428.5,366.55
2020,4,16,11,73.8,470.6,528.7,374,361.775
2020,4,16,12,66.1,442.1,451,359.5,329.675
2020,4,16,13,74.7,446.5,389.9,325.7,309.2
2020,4,16,14,67.4,391.3,354.7,298.1,277.875
2020,4,16,15,49.7,339.5,405.1,379.7,293.5
2020,4,16,16,22.2,385.7,394.8,367.7,292.6
2020,4,16,17,17.9,180.2,353.6,224.4,194.025
2020,4,16,18,17.5,170.6,292.7,225.4,176.55
2020,4,16,19,14.1,131.6,340.5,153,159.8
2020,4,16,20,23,51.9,314.4,46.8,109.025
2020,4,16,21,27.7,136.1,652.3,21.7,209.45
2020,4,16,22,55.1,20,713.3,1,197.35
2020,4,16,23,68,4.8,712.9,9,198.675
2020,4,16,24,87,55.2,726.8,9.7,219.675
2020,4,17,1,94.1,99.5,743,78.6,253.8
2020,4,17,2,116.4,175.1,762.1,105.7,289.825
2020,4,17,3,123.5,218.6,765.2,130.8,309.525
2020,4,17,4,127.7,247.9,638,144,289.4
2020,4,17,5,82.4,347.9,755.4,295.8,370.375
2020,4,17,6,45.4,344.5,752,431.4,393.325
2020,4,17,7,24.8,362.9,718.7,314.7,355.275
2020,4,17,8,56.2,320.9,805.8,289.4,368.075
2020,4,17,9,81.9,118.2,790.7,129.9,280.175
2020,4,17,10,55.2,181,782.1,285,325.825
2020,4,17,11,53.3,252.3,803.7,307.1,354.1
2020,4,17,12,62.2,376.2,812,365.3,403.925
2020,4,17,13,97.3,374.3,813.2,383.2,417
2020,4,17,14,129.1,330.9,780,424.4,416.1
2020,4,17,15,147.6,371.3,614.1,467.6,400.15
2020,4,17,16,125.7,481.2,521.5,526.4,413.7
2020,4,17,17,99.6,456.3,527.1,464.2,386.8
2020,4,17,18,53.3,480.8,660.7,412.9,401.925
2020,4,17,19,86.1,427.8,825.1,438.7,444.425
2020,4,17,20,86.9,303.1,714.8,521.6,406.6
2020,4,17,21,109.5,565.8,567.5,496.6,434.85
2020,4,17,22,126.1,672.9,492.1,582.1,468.3
2020,4,17,23,123.8,631.5,312.9,602.4,417.65
2020,4,17,24,100.7,690.5,259.3,630,420.125
2020,4,18,1,100.7,679.8,231.5,529.4,385.35
2020,4,18,2,73.8,648.6,164.5,493.8,345.175
2020,4,18,3,55.6,661.1,150.9,497.5,341.275
2020,4,18,4,79.1,559.6,222.2,386.3,311.8
2020,4,18,5,65.4,408.3,273.9,285.9,258.375
2020,4,18,6,57.8,249.2,326.1,191.8,206.225
2020,4,18,7,54,190.2,219.1,67.6,132.725
2020,4,18,8,46.6,96.8,66.5,20.5,57.6
2020,4,18,9,59.6,66.2,81.1,1.2,52.025
2020,4,18,10,76.7,48.6,116.6,8.1,62.5
2020,4,18,11,46,111.2,213.1,6.4,94.175
2020,4,18,12,31.2,213,249.8,70.4,141.1
2020,4,18,13,35.6,145.3,413.3,68.7,165.725
2020,4,18,14,34.5,193,296.9,55.2,144.9
2020,4,18,15,17.5,84.9,350.2,61.3,128.475
2020,4,18,16,12.7,138.1,223.5,140.4,128.675
2020,4,18,17,6.8,259.3,102.8,380,187.225
2020,4,18,18,144.5,384.5,715.6,294.2,384.7
2020,4,18,19,54.3,295.3,784.5,447,395.275
2020,4,18,20,33.6,138.9,734.4,244.3,287.8
2020,4,18,21,105.9,111.8,651.4,591.8,365.225
2020,4,18,22,124.5,495.4,648.9,405.3,418.525
2020,4,18,23,142.1,787.2,729.7,668.6,581.9
2020,4,18,24,144.1,680.4,792.7,625.1,560.575
2020,4,19,1,140.3,721.7,806,704.5,593.125
2020,4,19,2,115.7,714,716.7,708.1,563.625
2020,4,19,3,128.4,778.7,763.8,712.9,595.95
2020,4,19,4,120.6,716.2,808.5,700.5,586.45
2020,4,19,5,132,659.2,809.8,632.1,558.275
2020,4,19,6,138.2,749.3,757.7,533.6,544.7
2020,4,19,7,133.9,712.5,604.8,506.3,489.375
2020,4,19,8,133.1,677.5,56,635.5,375.525
2020,4,19,9,10.9,446.1,11.6,551.5,255.025
2020,4,19,10,37.1,297.1,184.8,215.2,183.55
2020,4,19,11,38.2,128.4,198,93.5,114.525
2020,4,19,12,23.9,64.2,194.9,1.7,71.175
2020,4,19,13,10.9,90.2,164.6,0,66.425
2020,4,19,14,7,11.7,73.1,0,22.95
2020,4,19,15,9.6,5.6,33.4,9.3,14.475
2020,4,19,16,7.6,0,0,0,1.9
2020,4,19,17,1.7,0,0,0,0.425
2020,4,19,18,0.4,0,0,0,0.1
2020,4,19,19,0,0,45.1,0,11.275
2020,4,19,20,0,0,0,0,0
2020,4,19,21,0.6,0,97.2,0,24.45
2020,4,19,22,50.3,0,217.9,0,67.05
2020,4,19,23,36.2,0,320,0,89.05
2020,4,19,24,62.5,149.4,443.8,0,163.925
2020,4,20,1,96.3,353.7,522,0.2,243.05
2020,4,20,2,92.8,767,388.3,158.7,351.7
2020,4,20,3,57.5,758.5,285.5,388.8,372.575
2020,4,20,4,39.4,685.5,324.3,279,332.05
2020,4,20,5,47.9,681.7,267.6,296,323.3
2020,4,20,6,53.9,648.8,361.2,505,392.225
2020,4,20,7,18.7,659.9,494,519.1,422.925
2020,4,20,8,21.3,642.4,378.6,517.8,390.025
2020,4,20,9,10.5,574.9,258.8,394.7,309.725
2020,4,20,10,6.6,418.5,274.1,493.5,298.175
2020,4,20,11,5.5,403.3,234.5,435.6,269.725
2020,4,20,12,11.8,336.4,122.8,333.7,201.175
2020,4,20,13,13.1,309.1,128.1,446.8,224.275
2020,4,20,14,22.5,310.8,107,431.1,217.85
2020,4,20,15,16.3,259.5,186,408.3,217.525
2020,4,20,16,18.9,252,153.8,364.9,197.4
2020,4,20,17,23.1,205.2,42.2,425.7,174.05
2020,4,20,18,19.2,248.5,131.2,262.9,165.45
2020,4,20,19,36.2,175.4,117.9,238.9,142.1
2020,4,20,20,18.2,148.5,310.9,222.8,175.1
2020,4,20,21,35.2,119.3,135.5,264.7,138.675
2020,4,20,22,53.6,154.5,131.4,291.1,157.65
2020,4,20,23,51,163.1,186.1,200.7,150.225
2020,4,20,24,25,193.5,268.6,178.3,166.35
2020,4,21,1,12.4,165.5,182.2,198.2,139.575
2020,4,21,2,2.7,162.3,111.3,247.2,130.875
2020,4,21,3,0.2,242,54,121,104.3
2020,4,21,4,0.1,201,3,120.3,81.1
2020,4,21,5,1.7,288.6,0,54.4,86.175
2020,4,21,6,9.7,380.9,2.9,14.8,102.075
2020,4,21,7,13.5,265.3,12.4,9.5,75.175
2020,4,21,8,26.3,222.4,30.9,33.8,78.35
2020,4,21,9,14.2,36.2,11.9,0,15.575
2020,4,21,10,3.7,5,14.5,0.4,5.9
2020,4,21,11,3.5,0,24.5,0,7
2020,4,21,12,1.3,0.1,35.9,0,9.325
2020,4,21,13,0.9,0,47.9,0,12.2
2020,4,21,14,0.2,0,46.3,0,11.625
2020,4,21,15,0.6,0,35.1,0,8.925
2020,4,21,16,0.4,0,22.3,0,5.675
2020,4,21,17,0.2,0,7.6,0,1.95
2020,4,21,18,0,0,1.3,21.2,5.625
2020,4,21,19,0.4,7.4,3.7,33.9,11.35
2020,4,21,20,1.3,32.3,9.5,50.3,23.35
2020,4,21,21,1.3,102.7,11.6,50.3,41.475
2020,4,21,22,2.7,274.7,10.1,123.8,102.825
2020,4,21,23,7.4,442.1,48.6,188.4,171.625
2020,4,21,24,20.1,505.3,105.2,192.2,205.7
2020,4,22,1,7.9,549,75.9,409.6,260.6
2020,4,22,2,2.3,442.3,57.5,364.8,216.725
2020,4,22,3,17.9,406.4,26.2,303.7,188.55
2020,4,22,4,19.2,430.2,9.4,348.3,201.775
2020,4,22,5,11.5,386.3,12.6,421.2,207.9
2020,4,22,6,1.5,315.8,12.8,372.7,175.7
2020,4,22,7,2.3,295.8,6.5,341.6,161.55
2020,4,22,8,1.1,364.2,1.9,352.8,180
2020,4,22,9,0.7,174.5,0,151.4,81.65
2020,4,22,10,0,32.3,0.2,35.5,17
2020,4,22,11,1.7,4.7,1,0.8,2.05
2020,4,22,12,1,0.8,2.2,0.5,1.125
2020,4,22,13,0.5,0,9.2,0,2.425
2020,4,22,14,0.2,0,19.1,0,4.825
2020,4,22,15,0,0,15,0.9,3.975
2020,4,22,16,0,0,6.7,1,1.925
2020,4,22,17,0,0,0,0,0
2020,4,22,18,0.2,3.1,0,5.8,2.275
2020,4,22,19,1.5,13.9,0,42.3,14.425
2020,4,22,20,1.3,48.2,14.8,52.6,29.225
2020,4,22,21,1.7,48.4,56.1,79.2,46.35
2020,4,22,22,2.4,36.1,32.1,209.6,70.05
2020,4,22,23,6.7,304.8,10.3,297.2,154.75
2020,4,22,24,22,319.9,13.6,341.2,174.175
2020,4,23,1,77.8,273.2,33.6,312,174.15
2020,4,23,2,64,364.1,44.6,318.9,197.9
2020,4,23,3,43,361.6,40.2,312.5,189.325
